smiles	randomized_smiles
COC[C@H](C)C(=O)N1CCC[C@@H]2[C@H]1CCN2C(=O)c1n[nH]c(C)c1C	O=C([C@@H](C)COC)N1[C@H]2[C@H](N(C(=O)c3n[nH]c(C)c3C)CC2)CCC1
COc1ccc(NS(C)(=O)=O)cc1N[C@@H]1CC[C@H]2CN(C(=O)OC(C)(C)C)C[C@@H]2C1	CC(C)(C)OC(N1C[C@H]2[C@@H](C[C@H](Nc3c(OC)ccc(NS(=O)(C)=O)c3)CC2)C1)=O
COCC(C)(C)CN1C[C@@H]2CN(C)C[C@@H]2C1	N1(CC(C)(COC)C)C[C@@H]2CN(C)C[C@@H]2C1
C#CC[C@@H](NC(=O)OC(C)(C)C)C(=O)NC[C@@]12CCCO[C@@H]1CCN(C(=O)[C@H](C)N(C)C(C)=O)C2	CN(C(C)=O)[C@@H](C)C(=O)N1C[C@@]2(CNC([C@@H](CC#C)NC(=O)OC(C)(C)C)=O)[C@@H](CC1)OCCC2
CN[C@@H](CC(=O)N1CC[C@H]2CO[C@@H](CNC(=O)c3cc(C)cc(Cl)c3)[C@H]2C1)C(=O)O	C([C@H]1[C@@H]2[C@@H](CCN(C(C[C@H](NC)C(=O)O)=O)C2)CO1)NC(=O)c1cc(Cl)cc(C)c1
N#CC1(CCOC(=O)CCCF)CCCCC1	C1CCCCC1(C#N)CCOC(=O)CCCF
CCC(=O)c1ccc(O)c(NC(=O)C[C@H](C)/N=C2/NS(=O)(=O)c3ccccc32)c1	C1(=N\[C@H](CC(Nc2c(O)ccc(C(CC)=O)c2)=O)C)\c2c(cccc2)S(=O)(=O)N1
C[C@@H]1[C@H](C(=O)N2[C@H]3CC[C@@H]2C[C@H](NC(=O)C24CC(F)(C2)C4)C3)CCN1C(=O)OC(C)(C)C	[C@@H]1(NC(=O)C23CC(F)(C2)C3)C[C@H]2N(C(=O)[C@H]3[C@@H](C)N(C(OC(C)(C)C)=O)CC3)[C@H](CC2)C1
CC(C)(C)OC(=O)N1CC[C@@H]2C[C@]21C(=O)N1CC[C@H]2CO[C@@H](CNC(=O)C(=O)C3CC3)[C@H]2C1	C1C[C@H]2CO[C@@H](CNC(C(=O)C3CC3)=O)[C@H]2CN1C(=O)[C@@]12[C@H](CCN1C(OC(C)(C)C)=O)C2
C[C@H]1COCCN(Cc2cn(C)nn2)C1	O1C[C@H](C)CN(Cc2cn(C)nn2)CC1
COC(=O)c1nccc2c(S(=O)(=O)N3CCOC[C@H]3[C@H]3CCCC3=O)cccc12	C1(=O)[C@@H]([C@H]2N(S(=O)(c3cccc4c(C(=O)OC)nccc43)=O)CCOC2)CCC1
CCCN(CC)CCN[C@@H](C)c1cc(C)ccn1	C(N(CCC)CC)CN[C@@H](C)c1cc(C)ccn1
O=C(N[C@@H]1[C@H]2COC[C@@H]1CN(C(=O)c1ccc(C3CC3)cc1)C2)[C@@H]1C[C@@H]1c1ccccc1	C1OC[C@H]2CN(C(=O)c3ccc(C4CC4)cc3)C[C@@H]1[C@@H]2NC(=O)[C@@H]1C[C@@H]1c1ccccc1
CCCCOc1ccc(N(C(=O)CCCC(=O)Nc2ccccn2)[C@H](C(=O)NC2CCCC2)c2ccc(F)cc2)cc1	C1CCCC1NC(=O)[C@@H](N(C(CCCC(=O)Nc1ccccn1)=O)c1ccc(OCCCC)cc1)c1ccc(F)cc1
CN(c1ccc(OCc2ccc(Br)s2)cc1)S(C)(=O)=O	S(=O)(N(c1ccc(OCc2sc(Br)cc2)cc1)C)(C)=O
CCc1ccc([C@H](O)CN2CCN(C(=O)[C@@H]3C[C@H]3c3cnc[nH]3)CC2)cc1	c1c(CC)ccc([C@@H](CN2CCN(C([C@@H]3C[C@H]3c3[nH]cnc3)=O)CC2)O)c1
O=C(CCc1ccc2c(c1)OCO2)NC[C@@H]1CCN(C(=O)CN2CCOC2=O)[C@H]1c1cccnc1	N(C[C@H]1[C@H](c2cccnc2)N(C(CN2CCOC2=O)=O)CC1)C(CCc1ccc2c(c1)OCO2)=O
CC(C)C[C@@H](CNCCC(C)(C)C)NC(=O)c1ccc2nc[nH]c2n1	C(C(C)(C)C)CNC[C@@H](NC(=O)c1nc2c(nc[nH]2)cc1)CC(C)C
Cc1ccccc1NC(=O)[C@@H](C)[S@](=O)Cc1ncccc1C(F)(F)F	c1(NC(=O)[C@H]([S@@](Cc2ncccc2C(F)(F)F)=O)C)ccccc1C
COc1cc(CNC(=O)N(Cc2cccs2)C2CC2)ccc1OCC(=O)N(C)C	c1(OC)c(OCC(=O)N(C)C)ccc(CNC(=O)N(Cc2sccc2)C2CC2)c1
O=C(c1cnc(C2CC2)s1)N1CCC[C@H](OCC(F)(F)F)C1	n1c(C2CC2)sc(C(=O)N2CCC[C@H](OCC(F)(F)F)C2)c1
C=CCC[C@@H](NC(=O)OC(C)(C)C)C(=O)N1CC2(CCCN2C(=O)c2cccc(-c3cnco3)c2)C1	C12(CN(C(=O)[C@@H](CCC=C)NC(=O)OC(C)(C)C)C1)CCCN2C(=O)c1cccc(-c2ocnc2)c1
CCCN(CCNC(=O)C1CCCC1)C(=O)c1ncoc1C(C)C	o1c(C(C)C)c(C(N(CCC)CCNC(C2CCCC2)=O)=O)nc1
CC(C)(C)OC(=O)N1CC[C@]2(C(=O)N3CC[C@@H](CNC(=O)[C@@H](N)CN)[C@H]3c3cccnc3)C[C@@H]2C1	CC(C)(OC(N1CC[C@]2(C(N3[C@H](c4cccnc4)[C@H](CNC([C@H](CN)N)=O)CC3)=O)C[C@@H]2C1)=O)C
CSCCNC(=O)[C@@H]1CCO[C@H]1C	C(SC)CNC([C@@H]1CCO[C@H]1C)=O
CCn1cc(O[C@@H]2COC[C@H]2NC(=O)c2cccc(Cl)n2)cn1	C(n1cc(O[C@@H]2COC[C@H]2NC(=O)c2cccc(Cl)n2)cn1)C
O=C(NC[C@@H]1OC[C@@H]2CCN(C(=O)c3cc4c(F)cc(F)cc4[nH]3)C[C@@H]21)[C@@H]1[C@H]2C=CS[C@@H]21	O1C[C@H]2[C@@H]([C@@H]1CNC(=O)[C@H]1[C@H]3SC=C[C@@H]31)CN(C(c1[nH]c3cc(F)cc(F)c3c1)=O)CC2
O=C(CC1CC1)N1CCC[C@@H]([C@H]2CCN(C(=O)c3ncccn3)C2)C1	c1(C(=O)N2CC[C@H]([C@@H]3CCCN(C(CC4CC4)=O)C3)C2)ncccn1
O=C(N[C@H]1CCCN(CCCO)C1)C1=CCCC1	O=C(N[C@@H]1CN(CCCO)CCC1)C1=CCCC1
O=C(c1cc(O)ccc1O)N1CC[C@H]2CO[C@@H](CNC(=O)C3(c4cccc([N+](=O)[O-])c4)CCC3)[C@H]2C1	[C@H]12CO[C@@H](CNC(C3(c4cccc([N+](=O)[O-])c4)CCC3)=O)[C@H]1CN(C(c1cc(O)ccc1O)=O)CC2
CN(C)C(=O)C(=O)N1CCCC[C@@H]1c1cc(NC(=O)[C@@H]2CCN(C(=O)OC(C)(C)C)C[C@H]2O)n[nH]1	O=C(N1C[C@@H](O)[C@H](C(Nc2cc([C@@H]3N(C(=O)C(N(C)C)=O)CCCC3)[nH]n2)=O)CC1)OC(C)(C)C
Cc1ccc(C[C@@H](CO)NC(=O)[C@H](C)NC(=O)c2cccc([N+](=O)[O-])c2)cc1	c1(C)ccc(C[C@@H](CO)NC([C@@H](NC(c2cccc([N+]([O-])=O)c2)=O)C)=O)cc1
Cc1ccc(NC(=O)CSc2nnnn2C[C@H]2CCCO2)cc1F	N(C(CSc1n(C[C@@H]2OCCC2)nnn1)=O)c1cc(F)c(C)cc1
OC[C@H]1CCCCN1Cc1occc1Br	[C@@H]1(CO)N(Cc2c(Br)cco2)CCCC1
Cc1ccc(OCc2nc(C[S@@](=O)CCCC(=O)N(C)C)cs2)cc1	c1c(C)ccc(OCc2nc(C[S@](CCCC(=O)N(C)C)=O)cs2)c1
CCc1ccc(C(=O)NCCOCCCNc2nccnc2F)cc1	N(c1nccnc1F)CCCOCCNC(=O)c1ccc(CC)cc1
OC1CCN(CCN2CCCC2)CC1	C(CN1CCC(O)CC1)N1CCCC1
Cc1ccc(C(=O)N2[C@H]3CC[C@@H]2C[C@H](NC(=O)c2cc4ccccn4n2)C3)c(O)n1	n1n2c(cc1C(N[C@H]1C[C@H]3CC[C@@H](C1)N3C(c1c(O)nc(C)cc1)=O)=O)cccc2
C[C@H]1CCC[C@@H](C)[C@@H]1NC(=O)N[C@@H]1[C@@H]2CCO[C@@H]2C12CCC2	C(=O)(N[C@H]1C2([C@@H]3[C@H]1CCO3)CCC2)N[C@H]1[C@H](C)CCC[C@@H]1C
C[C@H](CNc1cncc(-c2nn[nH]n2)n1)NC(=O)c1cc(-n2cccn2)ccn1	c1cnc(C(=O)N[C@@H](CNc2cncc(-c3n[nH]nn3)n2)C)cc1-n1cccn1
COc1ccc(C(=O)N[C@@H]2C[C@@H]3CC[C@H](C2)N3C(=O)[C@H]2CN(C(=O)OC(C)(C)C)C[C@H]2O)cn1	c1nc(OC)ccc1C(N[C@@H]1C[C@H]2N(C(=O)[C@H]3CN(C(=O)OC(C)(C)C)C[C@H]3O)[C@H](CC2)C1)=O
COc1cccc2c1C[C@H](C(=O)N1[C@H]3CC[C@@H]1C[C@H](NC(=O)c1ccncc1C(F)(F)F)C3)CC2	O=C([C@H]1Cc2c(cccc2OC)CC1)N1[C@@H]2CC[C@H]1C[C@@H](NC(=O)c1ccncc1C(F)(F)F)C2
CCOc1ccnc(N2CCCN(c3nnc(CN4CCCC4=O)n3CCOC(C)C)CC2)n1	C(Oc1nc(N2CCCN(c3n(CCOC(C)C)c(CN4C(=O)CCC4)nn3)CC2)ncc1)C
CC(C)(C)c1cc(C(=O)N2C[C@@H]3COC[C@H](C2)[C@@H]3NC(=O)COc2ccccc2)[nH]n1	C(C(=O)N[C@H]1[C@@H]2COC[C@H]1CN(C(=O)c1[nH]nc(C(C)(C)C)c1)C2)Oc1ccccc1
O=C(O)CNc1nccn2nnnc12	C(O)(=O)CNc1nccn2c1nnn2
O=C(CC[C@H]1CCCCO1)N1C[C@@H]2CCN(C(=O)c3cnccn3)[C@@H]2C1	C(CC(N1C[C@H]2[C@H](N(C(=O)c3cnccn3)CC2)C1)=O)[C@H]1CCCCO1
O=C(c1n[nH]c2cc(-c3ccccc3)ccc12)N1CCO[C@]2(CCN(C(=O)C34CC(C3)C4)C2)C1	c1c(-c2ccccc2)cc2[nH]nc(C(=O)N3C[C@@]4(CCN(C(C56CC(C5)C6)=O)C4)OCC3)c2c1
O=C1CCCc2nc(O)c(C(=O)N3CCC[C@H]3C[C@H]3C[C@H]4CC[C@H]3C4)cc21	C([C@H]1C[C@H]2CC[C@H]1C2)[C@H]1N(C(c2c(O)nc3c(c2)C(=O)CCC3)=O)CCC1
C[C@@H]1CCN(CC(=O)N[C@@H]2CCCN(Cc3cc4n(n3)CCC4)C2)C1	C1N(CC(N[C@H]2CN(Cc3nn4c(c3)CCC4)CCC2)=O)C[C@H](C)C1
Cc1ccccc1C(=O)NC[C@@H]1OC[C@@H]2CCN(C(=O)C[C@H]3CCCCO3)C[C@@H]21	C1C[C@H](CC(=O)N2C[C@H]3[C@H](CO[C@H]3CNC(c3ccccc3C)=O)CC2)OCC1
CC(=O)C(C)(C)C(=O)Nc1cc([C@H]2CCCCN2C(=O)c2cn3ccc(C(F)(F)F)cc3n2)[nH]n1	C(=O)(C)C(C)(C(=O)Nc1n[nH]c([C@@H]2N(C(=O)c3cn4ccc(C(F)(F)F)cc4n3)CCCC2)c1)C
C[C@](CNC(=O)[C@H]1C[C@H]1C(N)=O)(NC(=O)CC1CCCCC1)C1CC1	[C@H]1(C(N)=O)[C@@H](C(=O)NC[C@@](NC(=O)CC2CCCCC2)(C2CC2)C)C1
N#Cc1ccc(NC(=O)c2csc(Cl)n2)cc1F	s1c(Cl)nc(C(=O)Nc2ccc(C#N)c(F)c2)c1
C[C@H](CC(=O)N1CCc2ccnc(O)c2C1)C1CCNCC1	n1ccc2c(c1O)CN(C(=O)C[C@@H](C)C1CCNCC1)CC2
O=C(N[C@@H]1[C@H]2COC[C@@H]1CN(C(=O)c1cnc3c(Cl)cccn13)C2)[C@H]1CCc2cccc(Cl)c21	C1c2c(c(Cl)ccc2)[C@@H](C(N[C@@H]2[C@@H]3CN(C(c4n5cccc(Cl)c5nc4)=O)C[C@H]2COC3)=O)C1
C#CCO[C@H](C)C(=O)N1CCC(N(CCO)CC[C@@H](C)F)CC1	C([C@H](OCC#C)C)(N1CCC(N(CC[C@@H](C)F)CCO)CC1)=O
CC(C)COc1ncccc1-c1nc(COCC(F)(F)C(F)F)no1	C(C(F)F)(COCc1nc(-c2c(OCC(C)C)nccc2)on1)(F)F
C/C(=C/Cl)CSCc1cn(C)nn1	Cn1nnc(CSC/C(=C\Cl)C)c1
C[C@H](O)CSC[C@H]1CCCO1	C(SC[C@@H](O)C)[C@H]1CCCO1
Cc1ccc(CCNC(=O)C(=O)NCC(=O)N2CCN(c3ccccc3)CC2)c(C)c1	C(CNC(C(=O)NCC(=O)N1CCN(c2ccccc2)CC1)=O)c1ccc(C)cc1C
Cn1ccc2c(C(=O)NCC3([S@@](C)=O)CCC3)cccc21	C1CCC1([S@](=O)C)CNC(=O)c1c2ccn(C)c2ccc1
COCCC(=O)COC(=O)Cn1c(C)c(C)sc1=O	c1(=O)n(CC(=O)OCC(CCOC)=O)c(C)c(C)s1
COc1ccnc(NCCNC(=O)[C@H]2[C@@H]3[C@@H]4[C@H]5[C@H]6C[C@@H]4[C@H]2[C@@H]6C[C@H]53)n1	C(=O)(NCCNc1nccc(OC)n1)[C@@H]1[C@@H]2[C@H]3[C@@H]4C[C@H]2[C@H]2[C@@H]4[C@@H](C3)[C@@H]21
Cc1ccc(N2CCOC2=O)cc1NC(=O)NCc1cnc(Cl)cn1	c1(NC(=O)NCc2cnc(Cl)cn2)c(C)ccc(N2CCOC2=O)c1
NS(=O)(=O)c1cc(C(=O)N2[C@H]3CC[C@H]2CC(O)C3)ccn1	C(N1[C@@H]2CC(O)C[C@@H]1CC2)(c1cc(S(=O)(=O)N)ncc1)=O
COC1(OC)CCOC[C@@H]1NC(=O)[C@@H]1CN(C)C[C@H]1c1ccccc1	c1ccccc1[C@@H]1CN(C)C[C@H]1C(N[C@@H]1C(OC)(OC)CCOC1)=O
Cc1nc(C2CCN(C(=O)NC[C@H]3CCCN3C)CC2)sc1C	N1(C(NC[C@@H]2N(C)CCC2)=O)CCC(c2nc(C)c(C)s2)CC1
Cc1ccoc1C(=O)Nc1cnn(CCF)c1	FCCn1ncc(NC(=O)c2occc2C)c1
C[C@H]1CN(C2CCOCC2)CCN1C(=O)C(=O)NC[C@@H]1[C@H]2Cc3ccccc3[C@H]21	C(NC[C@H]1[C@@H]2c3c(cccc3)C[C@@H]21)(C(N1CCN(C2CCOCC2)C[C@@H]1C)=O)=O
CCN(CC)CC(=O)N1C[C@H]2C[C@@]2(CO)C1	[C@@]12(CO)C[C@@H]1CN(C(CN(CC)CC)=O)C2
C[C@@H]1CN(Cc2ccccc2)C[C@H]1Nc1cccc(C(=O)N(C)CC(N)=O)c1	C1[C@@H](C)[C@H](Nc2cccc(C(N(CC(=O)N)C)=O)c2)CN1Cc1ccccc1
COCCCN(C)CCCC1CCN(C(=O)OC(C)(C)C)CC1	N1(C(OC(C)(C)C)=O)CCC(CCCN(CCCOC)C)CC1
C[C@@H]1CCCc2ccccc2[C@H]1NCc1cc[nH]c1	c12c(cccc1)[C@@H](NCc1cc[nH]c1)[C@H](C)CCC2
Cc1ccc2nc(C(=O)N[C@@H]3[C@H]4COC[C@@H]3CN(C(=O)c3cc5cccnc5nc3O)C4)ccc2c1	C1OC[C@H]2CN(C(c3c(O)nc4c(cccn4)c3)=O)C[C@@H]1[C@@H]2NC(=O)c1ccc2cc(C)ccc2n1
CC(C)(C)OC(=O)N1CCCC[C@H](C(=O)NC[C@@]23CCCO[C@@H]2CCN(C(=O)c2ccccc2)C3)C1	C1N(C(OC(C)(C)C)=O)C[C@@H](C(NC[C@@]23CCCO[C@@H]2CCN(C(c2ccccc2)=O)C3)=O)CCC1
Cc1ccsc1CNC(=O)CN1CCOC1=O	c1(C)ccsc1CNC(=O)CN1CCOC1=O
O=C(c1cc(Cl)cc2nn[nH]c12)N1CCO[C@]2(CCN(C(=O)[C@H]3CC[C@@H]4CCC(=O)N4C3)C2)C1	c1(C(N2C[C@@]3(CCN(C(=O)[C@H]4CC[C@@H]5CCC(=O)N5C4)C3)OCC2)=O)c2[nH]nnc2cc(Cl)c1
Cc1ccc(CNCc2ccc(CO)o2)o1	C(NCc1ccc(C)o1)c1oc(CO)cc1
C=C[C@H](O)C(C)(C)C(=O)N1CC2(CCCN2C(=O)[C@@H](O)[C@@H](C)CC)C1	[C@H](C(=O)N1C2(CCC1)CN(C(=O)C(C)([C@@H](O)C=C)C)C2)(O)[C@@H](C)CC
C=CC(=O)N[C@@H](C)C(=O)NC[C@@H]1OC[C@@H]2CCN(C(=O)c3ccc4c(C(=O)OCC)ncn4c3)C[C@@H]21	C1CN(C(c2ccc3n(cnc3C(=O)OCC)c2)=O)C[C@@H]2[C@H](CNC(=O)[C@H](C)NC(=O)C=C)OC[C@H]12
COCCN(CCOC)Cc1ccc(Br)cc1C	O(C)CCN(Cc1ccc(Br)cc1C)CCOC
Cc1ccoc1C(=O)N[C@H]1CCCN(Cc2noc(C3CCC3)n2)C1	Cc1ccoc1C(N[C@H]1CCCN(Cc2noc(C3CCC3)n2)C1)=O
O=C(CC(F)(F)F)N[C@H]1CC12CCN(CCn1cncn1)CC2	C(N1CCC2(CC1)[C@@H](NC(CC(F)(F)F)=O)C2)Cn1ncnc1
Cc1ccc2nc(C(=O)Nc3cc([C@@H]4CCCCN4C(=O)[C@H]4CNC(=O)C4)[nH]n3)ccc2c1	[C@H]1(c2cc(NC(c3nc4c(cc(C)cc4)cc3)=O)n[nH]2)N(C(=O)[C@@H]2CC(=O)NC2)CCCC1
Cc1cc(C)c(NC(=O)C2CC3(CCC3)C2)cc1Br	C1CCC12CC(C(=O)Nc1c(C)cc(C)c(Br)c1)C2
CC1CCN(S(=O)(=O)c2ccc(C(=O)N(C)[C@H](C)Cc3ccc(Cl)cc3)cc2)CC1	c1cc(S(=O)(=O)N2CCC(C)CC2)ccc1C(=O)N(C)[C@@H](Cc1ccc(Cl)cc1)C
CC(C)(C)NS(=O)(=O)Cc1cccc(NC(=O)N[C@@H]2CCC[C@@H](S(C)(=O)=O)C2)c1	C(c1cccc(NC(=O)N[C@H]2C[C@H](S(=O)(=O)C)CCC2)c1)S(NC(C)(C)C)(=O)=O
Cc1ccc(C(=O)N2C[C@@H]3COC[C@H](C2)[C@@H]3NC(=O)[C@@H](CCO)NC(=O)OC(C)(C)C)nc1C	C1OC[C@@H]2[C@@H](NC(=O)[C@@H](CCO)NC(=O)OC(C)(C)C)[C@H]1CN(C(c1nc(C)c(C)cc1)=O)C2
O=C(NCc1cccc(Cl)c1Cl)NC1CCCC1	C1CCCC1NC(=O)NCc1cccc(Cl)c1Cl
CCO[C@@H]1C[C@@H](N(C)c2nnc(CC(C)C)n2Cc2nccn2C(F)F)C1(C)C	c1cn(C(F)F)c(Cn2c(CC(C)C)nnc2N([C@H]2C(C)(C)[C@H](OCC)C2)C)n1
C#CCN1CCC(OC(=O)c2ncccc2OCCC)CC1	C(C)COc1cccnc1C(=O)OC1CCN(CC#C)CC1
Cn1nccc1C(=O)N1CCCN(S(=O)(=O)c2ccc(Br)s2)CC1	S(c1sc(Br)cc1)(=O)(N1CCN(C(=O)c2ccnn2C)CCC1)=O
Cc1nn(Cc2ccccc2)c(C)c1[C@@H]1NC(=O)N(C[C@@H]2C[C@@H](C)O[C@H]2C)C1=O	c1([C@@H]2NC(=O)N(C[C@H]3[C@H](C)O[C@H](C)C3)C2=O)c(C)n(Cc2ccccc2)nc1C
CCC(CC)(CCO)NCCCN1CCOCC1	C(C(CC)(NCCCN1CCOCC1)CCO)C
C[C@@H](Oc1cccc(Cl)c1)c1nnc(N2CCC3(CCC3)C2)n1CCNS(C)(=O)=O	N(S(C)(=O)=O)CCn1c([C@@H](C)Oc2cc(Cl)ccc2)nnc1N1CCC2(CCC2)C1
O=C(NC1CCN([C@@H]2CCCC[C@@H]2O)CC1)C(=O)N1CCC(c2cccc(F)c2)CC1	C1[C@H](O)[C@H](N2CCC(NC(=O)C(=O)N3CCC(c4cccc(F)c4)CC3)CC2)CCC1
CNC(=O)NCCCNC(=O)c1cc(OC)ccc1Br	c1c(OC)ccc(Br)c1C(=O)NCCCNC(NC)=O
CCCS(=O)(=O)Nc1ccc(C(=O)N2CCCC[C@@H]2CNC(N)=O)cc1	C1CN(C(c2ccc(NS(=O)(CCC)=O)cc2)=O)[C@@H](CNC(N)=O)CC1
CC1(NC(=O)[C@@H]2CCCC2(C)C)CCN(C(=O)[C@H]2CCNC2=O)CC1	C1N(C(=O)[C@H]2CCNC2=O)CCC(NC([C@H]2C(C)(C)CCC2)=O)(C)C1
Cc1cc(C(N)=O)cc(C)c1C(=O)NC[C@@H]1OC[C@@H]2CCN(C(=O)c3cccc4ccncc34)C[C@@H]21	c12c(C(N3C[C@H]4[C@H](CO[C@H]4CNC(=O)c4c(C)cc(C(=O)N)cc4C)CC3)=O)cccc1ccnc2
Cc1cc(C[C@H](C)NC(=O)CN2C(=O)[C@@H]3[C@H]4CC[C@@H](O4)[C@@H]3C2=O)n(-c2ccccc2)n1	[C@@H]12O[C@H](CC1)[C@@H]1[C@H]2C(=O)N(CC(=O)N[C@@H](C)Cc2cc(C)nn2-c2ccccc2)C1=O
CC(=O)N[C@@H](C)C[C@H](C)Nc1nccn2nnnc12	c12c(N[C@@H](C)C[C@H](C)NC(C)=O)nccn1nnn2
O=C(CCc1ccccc1)C(=O)N1CCOCC(F)(F)C1	C1C(F)(F)CN(C(C(CCc2ccccc2)=O)=O)CCO1
CC(C)(CNC(=O)C(C)(C)n1cc([N+](=O)[O-])cn1)c1cccc(Cl)c1F	n1cc([N+](=O)[O-])cn1C(C)(C)C(=O)NCC(C)(C)c1cccc(Cl)c1F
CC1CCC(N(C[C@H]2CCCO2)C(=O)CNS(=O)(=O)c2ccc(C(=O)O)cc2)CC1	C([C@H]1CCCO1)N(C(CNS(=O)(c1ccc(C(=O)O)cc1)=O)=O)C1CCC(C)CC1
C#C[C@@H](NS(=O)(=O)CC)[C@H]1CCCO1	C(#C)[C@H]([C@H]1CCCO1)NS(=O)(=O)CC
Cc1c(C(=O)N2CCO[C@@]3(COCCN(C(=O)c4ccc(C#Cc5ccccc5)cc4)C3)C2)cnn1C	C1[C@@]2(CN(C(c3c(C)n(C)nc3)=O)CCO2)COCCN1C(=O)c1ccc(C#Cc2ccccc2)cc1
C[C@H](CCc1ccco1)NCc1cccc(OCC#N)c1	c1coc(CC[C@@H](C)NCc2cccc(OCC#N)c2)c1
CC(C)c1cc(Br)ccc1CN(C)C1CNC1	CN(Cc1c(C(C)C)cc(Br)cc1)C1CNC1
C/C(=C\c1cccnc1)C(=O)N1C[C@@H]2COC[C@H](C1)[C@@H]2NC(=O)[C@@H]1C=CCN1	n1cccc(/C=C(/C(=O)N2C[C@@H]3COC[C@@H]([C@@H]3NC(=O)[C@H]3NCC=C3)C2)C)c1
CN(C(=O)Cc1cccc(F)c1)C1CN(C(=O)[C@@H]2CCCO2)C1	C1CC[C@@H](C(=O)N2CC(N(C(=O)Cc3cc(F)ccc3)C)C2)O1
O=C(N[C@@H]1C[C@@H]2CC[C@H](C1)N2C(=O)[C@@H]1C[C@H]1c1ccc(F)c(F)c1)c1ccc2scnc2c1	c1(F)cc([C@@H]2C[C@H]2C(=O)N2[C@@H]3CC[C@H]2C[C@@H](NC(=O)c2ccc4c(ncs4)c2)C3)ccc1F
Cc1oncc1CSc1nncn1C1CC1	n1cn(C2CC2)c(SCc2c(C)onc2)n1
CC(C)(C)OC(=O)N[C@H](CC(=O)N[C@@H]1[C@H]2COC[C@@H]1CN(C(=O)C(F)F)C2)C(=O)OC(C)(C)C	CC(C)(OC(N[C@H](CC(=O)N[C@H]1[C@H]2CN(C(=O)C(F)F)C[C@@H]1COC2)C(OC(C)(C)C)=O)=O)C
C[C@@]1(C(=O)N[C@H]2C[C@H]3CC[C@@H]2N3C(=O)CC2CS(=O)(=O)C2)CC=CCC1	C1C=CCC[C@]1(C)C(N[C@@H]1[C@H]2N(C(CC3CS(=O)(=O)C3)=O)[C@H](CC2)C1)=O
C[C@H]1[C@@H](C(=O)Nc2cc([C@H]3CCCCN3C(=O)C(F)F)[nH]n2)CCN1C(=O)OC(C)(C)C	O=C([C@@H]1[C@H](C)N(C(OC(C)(C)C)=O)CC1)Nc1n[nH]c([C@H]2CCCCN2C(C(F)F)=O)c1
O=C(Cc1ccc(F)c(F)c1)NC[C@@H]1OC[C@@H]2CCN(C(=O)c3cc(-c4ccccc4)on3)C[C@@H]21	C([C@@H]1OC[C@@H]2CCN(C(=O)c3noc(-c4ccccc4)c3)C[C@@H]21)NC(=O)Cc1ccc(F)c(F)c1
Cc1nc(C)c(CNC(=O)C(=O)Nc2cccc(Cl)c2-n2cccn2)s1	c1nn(-c2c(NC(C(NCc3c(C)nc(C)s3)=O)=O)cccc2Cl)cc1
O=C(Oc1cccc(C(F)(F)F)c1)[C@@H]1CCc2ncncc2C1	c1ccc(OC([C@@H]2CCc3ncncc3C2)=O)cc1C(F)(F)F
O=C(c1cc2ccccc2s1)N1CCCCC1	C1CCCN(C(=O)c2sc3c(cccc3)c2)C1
Cc1nsc(N[C@@H](C)CF)n1	N(c1snc(C)n1)[C@H](CF)C
CC(C)NC(=O)c1nnc(N2CCO[C@@H](c3ccc(Cl)cc3)C2)n1C[C@@](C)(O)c1cccs1	c1(C(=O)NC(C)C)nnc(N2C[C@H](c3ccc(Cl)cc3)OCC2)n1C[C@](C)(c1cccs1)O
O=C(C[C@H]1NC(=O)NC1=O)N[C@@H]1C[C@@H]2CC[C@H](C1)N2C(=O)[C@H]1Cc2[nH]nc(C(F)(F)F)c2C1	O=C1N[C@H](CC(N[C@@H]2C[C@@H]3CC[C@H](C2)N3C(=O)[C@@H]2Cc3c(C(F)(F)F)n[nH]c3C2)=O)C(=O)N1
C[C@@H](NC(=O)[C@@H](C)N1C[C@H]2C[C@@H](O)CC[C@H]2C1)c1ccc2c(c1)CCCC2	C1c2ccc([C@H](NC(=O)[C@H](N3C[C@@H]4[C@@H](CC[C@H](O)C4)C3)C)C)cc2CCC1
CC(C)c1ccccc1C(=O)NC1CCC(N2CCCCC2)CC1	C1N(C2CCC(NC(c3c(C(C)C)cccc3)=O)CC2)CCCC1
Cc1nc(-c2ccco2)ccc1C(=O)N(C)C[C@H](O)COc1ccc(C(F)(F)F)cc1	c1c(C(F)(F)F)ccc(OC[C@H](CN(C(=O)c2ccc(-c3occc3)nc2C)C)O)c1
O=C(NCc1ccc(C(F)F)cc1)C(=O)N[C@@H]1CCC[C@@H]1c1ccc(C(F)(F)F)cc1	c1cc(C(F)F)ccc1CNC(C(N[C@H]1[C@@H](c2ccc(C(F)(F)F)cc2)CCC1)=O)=O
CCc1nn(C)cc1C(=O)N1CC(CNC(=O)[C@@H]2C[C@H]2C(=O)O)C1	C(c1c(CC)nn(C)c1)(N1CC(CNC([C@@H]2C[C@H]2C(O)=O)=O)C1)=O
Cc1cc(C(=O)N2CC[C@H]3OCCC[C@@]3(CNC(=O)C3(c4cccc([N+](=O)[O-])c4)CCC3)C2)c[nH]1	c1ccc(C2(C(=O)NC[C@]34CN(C(c5cc(C)[nH]c5)=O)CC[C@H]3OCCC4)CCC2)cc1[N+]([O-])=O
